order_id,customer_id,promotion_id,order_date,order_status,shipping_address,billing_address,discount_amount,shipping_charge,order_total_amount
25920,2696,,2024-08-24,Delivered,"59, Venkataraman Chowk, Ambattur 201711","59, Venkataraman Chowk, Ambattur 201711",0.0,54.28,318.37
25921,2696,,2024-10-05,Delivered,"59, Venkataraman Chowk, Ambattur 201711","59, Venkataraman Chowk, Ambattur 201711",0.0,0.0,2297.47
25922,2696,,2024-11-04,Delivered,"59, Venkataraman Chowk, Ambattur 201711","59, Venkataraman Chowk, Ambattur 201711",0.0,0.0,3203.78
25923,2696,,2024/11/16,Delivered,"59, Venkataraman Chowk, Ambattur 201711","59, Venkataraman Chowk, Ambattur 201711",0.0,0.0,1158.6
25924,2697,,2024-06-30,Delivered,"367, Samra Ganj, Raebareli-917870","367, Samra Ganj, Raebareli-917870",0.0,43.85,643.74
25925,2697,14.0,2024-08-20,Delivered,"367, Samra Ganj, Raebareli-917870","367, Samra Ganj, Raebareli-917870",1306.33,0.0,6201.31
25926,2697,,27 Dec 2025,Delivered,"367, Samra Ganj, Raebareli-917870","367, Samra Ganj, Raebareli-917870",0.0,84.83,647.3
25927,2697,85.0,2026-01-25,Delivered,"367, Samra Ganj, Raebareli-917870","367, Samra Ganj, Raebareli-917870",607.67,0.0,3568.77
25928,2698,,2025-03-13,Delivered,"43, Kannan Nagar, Chapra-181810","43, Kannan Nagar, Chapra-181810",0.0,0.0,1470.09
25929,2698,,2025-05-01,Delivered,"43, Kannan Nagar, Chapra-181810","43, Kannan Nagar, Chapra-181810",0.0,60.59,714.95
25930,2698,90.0,2025-10-19,delivered,"43, Kannan Nagar, Chapra-181810","43, Kannan Nagar, Chapra-181810",309.29,0.0,1569.74
25931,2698,,2026-01-12,Cancelled,"43, Kannan Nagar, Chapra-181810","43, Kannan Nagar, Chapra-181810",0.0,0.0,5149.7
25932,2698,,2026-08-31,Delivered,"43, Kannan Nagar, Chapra-181810","43, Kannan Nagar, Chapra-181810",0.0,0.0,1522.47
25933,2699,83.0,2026-04-10,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",149.95,40.86,285.51
25934,2699,,2026-04-10,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,77.71,512.36
25935,2699,,2026-04-18,delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,3730.93
25936,2699,,2026-05-02,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,4607.5
25937,2699,92.0,2026-05-31,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",63.36,0.0,1052.2
25938,2699,,2026-06-04,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,11644.16
25939,2699,,2026-06-18,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,3021.33
25940,2699,,2026-06-22,delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,2088.22
25941,2699,,2026-07-02,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,1445.58
25942,2699,57.0,2026-07-03,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",45.97,95.97,444.6
25943,2699,,2026-07-10,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,92.37,618.28
25944,2699,,2026-07-18,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,85.43,520.08
25945,2699,,2026-07-18,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,4621.84
25946,2699,,2026-08-13,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,1045.13
25947,2699,,2026-08-13,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,57.93,1050.98
25948,2699,,2026-08-14,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,48.03,683.17
25949,2699,,2026-08-15,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,47.64,892.48
25950,2699,32.0,2026-08-15,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",351.84,0.0,1103.85
25951,2699,,2026-08-15,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,1370.85
25952,2699,,2026-08-19,Cancelled,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,5682.31
25953,2699,,2026-08-26,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,1953.75
25954,2699,,2026-08-28,Cancelled,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,1828.02
25955,2699,,2026-08-28,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,3459.2
25956,2699,,2026-09-05,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,7149.24
25957,2699,,2026-09-08,Delivered,"36/65, Pandit Road, Rourkela 808595","36/65, Pandit Road, Rourkela 808595",0.0,0.0,11756.73
25958,2700,,2026-02-02,Delivered,"98/45, Sood Street, Chandigarh 242743","98/45, Sood Street, Chandigarh 242743",0.0,0.0,2174.44
25959,2700,74.0,2026-02-22,Delivered,"98/45, Sood Street, Chandigarh 242743","98/45, Sood Street, Chandigarh 242743",504.12,0.0,999.38
25960,2700,,2026-03-24,Delivered,"98/45, Sood Street, Chandigarh 242743","98/45, Sood Street, Chandigarh 242743",0.0,49.38,589.42
25961,2700,,2026-05-12,Delivered,"98/45, Sood Street, Chandigarh 242743","98/45, Sood Street, Chandigarh 242743",0.0,0.0,9026.45
25962,2700,,2026-06-22,Delivered,"98/45, Sood Street, Chandigarh 242743","98/45, Sood Street, Chandigarh 242743",0.0,0.0,6811.47
25963,2701,9.0,2023-12-25,Delivered,"24/93, Shroff Road, Morbi 577306","24/93, Shroff Road, Morbi 577306",295.22,54.03,693.06
25964,2702,,2023-08-27,Delivered,"625, Sagar Chowk, Mira-Bhayandar-824891","625, Sagar Chowk, Mira-Bhayandar-824891",0.0,0.0,5688.02
25965,2703,,2025-10-06,Delivered,"07, Biswas Chowk, Mau-822793","07, Biswas Chowk, Mau-822793",0.0,0.0,10046.52
25966,2704,51.0,2024-12-18,Delivered,"12/811, Choudhary Nagar, Chandigarh-805206","12/811, Choudhary Nagar, Chandigarh-805206",139.98,0.0,953.6
25967,2704,19.0,2025-01-08,Delivered,"12/811, Choudhary Nagar, Chandigarh-805206","12/811, Choudhary Nagar, Chandigarh-805206",1115.7,0.0,6746.85
25968,2704,,2025-04-24,Delivered,"12/811, Choudhary Nagar, Chandigarh-805206","12/811, Choudhary Nagar, Chandigarh-805206",0.0,0.0,4260.44
25969,2705,27.0,25-12-2025,Delivered,"H.No. 47, Dey Street, Raebareli 391172","H.No. 47, Dey Street, Raebareli 391172",217.93,97.25,381.12
25970,2706,,2026-01-06,Delivered,"619, Sule Marg, Silchar-754118","619, Sule Marg, Silchar-754118",0.0,80.1,715.24
25971,2707,,2024-11-17,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,1128.59
25972,2707,,2024-11-30,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,4338.5
25973,2707,,2024-12-09,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,10058.3
25974,2707,,2025-01-25,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,1293.67
25975,2707,,2025-02-21,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,2232.11
25976,2707,,2025-03-13,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,2955.86
25977,2707,,2025-05-13,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,59.85,454.45
25978,2707,,2025-07-12,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,89.39,805.88
25979,2707,65.0,2025-08-13,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",1675.88,0.0,5645.59
25980,2707,,2025-08-24,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,2233.25
25981,2707,78.0,2025-10-27,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",136.99,86.93,796.09
25982,2707,77.0,2025-10-28,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",1480.91,0.0,5778.43
25983,2707,,2025-10-29,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,6579.64
25984,2707,75.0,2025-11-01,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",1545.13,0.0,2699.73
25985,2707,,2026-05-14,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,1477.93
25986,2707,,2026-05-27,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,81.34,647.98
25987,2707,,2026-06-25,Cancelled,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,6404.53
25988,2707,31.0,2026-06-29,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",656.75,0.0,1431.47
25989,2707,,2026-08-23,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",0.0,0.0,10626.98
25990,2707,94.0,2026-08-30,Delivered,"30/901, Sura Path, Hyderabad-523191","30/901, Sura Path, Hyderabad-523191",332.99,0.0,2446.56
25991,2708,81.0,2026-01-18,Delivered,"H.No. 07, Talwar Nagar, Raipur-442102","H.No. 07, Talwar Nagar, Raipur-442102",95.01,40.63,721.82
25992,2709,,2025-05-24,Delivered,"85, Joshi Circle, Panihati 246247","85, Joshi Circle, Panihati 246247",0.0,90.96,914.05
25993,2709,54.0,2026-01-03,Delivered,"85, Joshi Circle, Panihati 246247","85, Joshi Circle, Panihati 246247",774.91,0.0,1395.71
25994,2709,81.0,2026-01-24,Delivered,"85, Joshi Circle, Panihati 246247","85, Joshi Circle, Panihati 246247",73.69,68.9,597.25
25995,2709,1.0,2026-06-05,Delivered,"85, Joshi Circle, Panihati 246247","85, Joshi Circle, Panihati 246247",104.33,86.98,659.21
25996,2709,57.0,2026-08-21,Delivered,"85, Joshi Circle, Panihati 246247","85, Joshi Circle, Panihati 246247",173.36,0.0,1314.71
25997,2710,,2026-05-19,Delivered,"20/896, Patla, Bharatpur 749145","20/896, Patla, Bharatpur 749145",0.0,0.0,6090.24
25998,2710,,2026-08-13,Delivered,"20/896, Patla, Bharatpur 749145","20/896, Patla, Bharatpur 749145",0.0,78.45,854.65
25999,2710,,25 Aug 2026,Delivered,"20/896, Patla, Bharatpur 749145","20/896, Patla, Bharatpur 749145",0.0,0.0,3721.59
26000,2710,,2026-09-06,Delivered,"20/896, Patla, Bharatpur 749145","20/896, Patla, Bharatpur 749145",0.0,0.0,1669.24
26001,2711,,2026-04-02,Delivered,"H.No. 34, Kurian Street, Srikakulam-253685","H.No. 34, Kurian Street, Srikakulam-253685",0.0,64.42,513.11
26002,2711,83.0,2026-04-02,Delivered,"H.No. 34, Kurian Street, Srikakulam-253685","H.No. 34, Kurian Street, Srikakulam-253685",2895.45,0.0,4724.15
26003,2712,67.0,2025-04-07,Delivered,"40/635, Prashad Zila, Danapur-145483","40/635, Prashad Zila, Danapur-145483",377.93,0.0,945.81
26004,2712,23.0,2025-08-20,Delivered,"40/635, Prashad Zila, Danapur-145483","40/635, Prashad Zila, Danapur-145483",567.51,0.0,2405.29
26005,2712,,2025-11-08,delivered,"40/635, Prashad Zila, Danapur-145483","40/635, Prashad Zila, Danapur-145483",0.0,0.0,7932.56
26006,2712,,2026-06-30,Delivered,"40/635, Prashad Zila, Danapur-145483","40/635, Prashad Zila, Danapur-145483",0.0,0.0,1293.67
26007,2712,,2026-08-08,Delivered,"40/635, Prashad Zila, Danapur-145483","40/635, Prashad Zila, Danapur-145483",0.0,0.0,2419.78
26008,2713,22.0,2025-02-13,Delivered,"39, Master Nagar, Sultan Pur Majra-433616","39, Master Nagar, Sultan Pur Majra-433616",411.99,77.62,511.78
26009,2713,,2025-08-23,Delivered,"39, Master Nagar, Sultan Pur Majra-433616","39, Master Nagar, Sultan Pur Majra-433616",0.0,0.0,1678.53
26010,2713,,2025-08-28,delivered,"39, Master Nagar, Sultan Pur Majra-433616","39, Master Nagar, Sultan Pur Majra-433616",0.0,0.0,5082.22
26011,2714,,2024-10-09,Delivered,"11, Mangat Chowk, Ambattur 679897","11, Mangat Chowk, Ambattur 679897",0.0,0.0,2974.76
26012,2714,19.0,2025-01-03,Delivered,"11, Mangat Chowk, Ambattur 679897","11, Mangat Chowk, Ambattur 679897",20.64,82.49,207.29
26013,2714,,2025-03-14,Delivered,"11, Mangat Chowk, Ambattur 679897","11, Mangat Chowk, Ambattur 679897",0.0,89.62,290.4
26014,2715,,2025-09-27,Delivered,"22, Das Road, Srinagar-025078","22, Das Road, Srinagar-025078",0.0,0.0,2763.36
26015,2715,11.0,2025-10-01,Delivered,,"22, Das Road, Srinagar-025078",1443.69,0.0,4589.28
26016,2715,,2026-03-14,Delivered,"22, Das Road, Srinagar-025078","22, Das Road, Srinagar-025078",0.0,43.75,736.19
26017,2715,,2026-08-18,Delivered,"22, Das Road, Srinagar-025078","22, Das Road, Srinagar-025078",0.0,84.32,445.67
26018,2716,,2023-12-24,Delivered,"67/67, Misra Zila, Suryapet 488788","67/67, Misra Zila, Suryapet 488788",0.0,0.0,1477.93
26019,2716,,2024-10-23,Delivered,"67/67, Misra Zila, Suryapet 488788","67/67, Misra Zila, Suryapet 488788",0.0,0.0,12093.6
26020,2716,20.0,2025-01-31,Delivered,"67/67, Misra Zila, Suryapet 488788","67/67, Misra Zila, Suryapet 488788",613.16,0.0,1967.47
26021,2717,96.0,2026-08-11,Delivered,"02/59, Warrior Marg, Raebareli 401748","02/59, Warrior Marg, Raebareli 401748",119.64,74.93,331.04
26022,2717,,2026-08-11,Delivered,"02/59, Warrior Marg, Raebareli 401748","02/59, Warrior Marg, Raebareli 401748",0.0,0.0,1520.96
26023,2717,,08/11/2026,DELIVERED,"02/59, Warrior Marg, Raebareli 401748","02/59, Warrior Marg, Raebareli 401748",0.0,46.39,691.35
26024,2717,3.0,2026-08-12,Delivered,"02/59, Warrior Marg, Raebareli 401748","02/59, Warrior Marg, Raebareli 401748",245.48,0.0,2014.89
26025,2717,48.0,2026-08-12,Delivered,"02/59, Warrior Marg, Raebareli 401748","02/59, Warrior Marg, Raebareli 401748",139.75,0.0,2241.01
26026,2718,,2025-01-23,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,12334.38
26027,2718,83.0,2025-03-10,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",1617.23,0.0,2638.64
26028,2718,,2025-03-20,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,4176.44
26029,2718,24.0,2025-08-26,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",67.71,71.16,398.05
26030,2718,,2025-09-28,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,83.3,645.77
26031,2718,,2025-10-06,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,7864.29
26032,2718,25.0,2025-10-07,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",1257.41,0.0,5610.14
26033,2718,,2025-10-11,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,4637.78
26034,2718,,2025-10-28,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2223.16
26035,2718,,11/23/2025,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2972.8
26036,2718,,2025-12-14,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2574.79
26037,2718,,2025-12-28,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,61.14,990.87
26038,2718,27.0,28-12-2025,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",2354.25,0.0,3066.54
26039,2718,,2026-01-04,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2534.2
26040,2718,,08 Jan 2026,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,8939.18
26041,2718,,2026-01-26,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,4978.8
26042,2718,,2026-01-31,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,3058.34
26043,2718,29.0,2026-01-31,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",718.04,0.0,2919.46
26044,2718,,2026-02-03,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,1043.47
26045,2718,39.0,2026-02-07,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",175.18,44.42,538.62
26046,2718,,2026-04-28,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2209.18
26047,2718,,2026-05-07,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,11453.76
26048,2718,,2026-06-18,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,2945.22
26049,2718,37.0,2026-07-24,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",249.9,69.22,483.77
26050,2718,5.0,2026-07-25,DELIVERED,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",1954.38,0.0,5844.43
26051,2718,,2026-08-19,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,3021.33
26052,2718,,2026-08-22,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,65.51,627.98
26053,2718,,2026-08-29,Delivered,"03/128, Chad Marg, Ajmer-475252","03/128, Chad Marg, Ajmer-475252",0.0,0.0,981.47
26054,2719,,2023-06-25,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,0.0,2951.87
26055,2719,,2023-07-08,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,0.0,5323.42
26056,2719,,2024-06-14,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,0.0,1240.53
26057,2719,,2024-12-13,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,0.0,2419.78
26058,2719,,2025-03-10,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,53.31,254.09
26059,2719,,2026-01-19,Delivered,"99, Bhattacharyya Road, Burhanpur 288797","99, Bhattacharyya Road, Burhanpur 288797",0.0,0.0,5945.6
26060,2720,,2025-06-04,Delivered,"214, Brar Chowk, Ramgarh-266533","214, Brar Chowk, Ramgarh-266533",0.0,0.0,2555.59
26061,2720,26.0,2025-11-03,Delivered,"214, Brar Chowk, Ramgarh-266533","214, Brar Chowk, Ramgarh-266533",1213.38,0.0,2264.36
26062,2720,94.0,2026-03-11,Delivered,"214, Brar Chowk, Ramgarh-266533","214, Brar Chowk, Ramgarh-266533",500.34,0.0,3676.1
26063,2720,56.0,2026-03-12,Delivered,"214, Brar Chowk, Ramgarh-266533","214, Brar Chowk, Ramgarh-266533",598.28,0.0,2353.26
26064,2721,79.0,2026-01-12,Delivered,"51/687, Baria Chowk, Rajkot 845648","51/687, Baria Chowk, Rajkot 845648",87.62,62.08,643.84
26065,2721,29.0,2026-01-30,Delivered,"51/687, Baria Chowk, Rajkot 845648","51/687, Baria Chowk, Rajkot 845648",147.55,83.2,683.13
26066,2721,,2026-08-04,Delivered,"51/687, Baria Chowk, Rajkot 845648","51/687, Baria Chowk, Rajkot 845648",0.0,81.15,607.06
26067,2722,,2026-01-29,Delivered,"H.No. 38, Contractor Marg, Raiganj-143090","H.No. 38, Contractor Marg, Raiganj-143090",0.0,0.0,2103.89
26068,2722,30.0,2026-03-18,Delivered,"H.No. 38, Contractor Marg, Raiganj-143090","H.No. 38, Contractor Marg, Raiganj-143090",165.18,50.6,661.62
26069,2722,44.0,2026-06-01,Delivered,"H.No. 38, Contractor Marg, Raiganj-143090","H.No. 38, Contractor Marg, Raiganj-143090",415.05,0.0,1290.17
26070,2722,33.0,2026-08-25,Delivered,,"H.No. 38, Contractor Marg, Raiganj-143090",315.23,0.0,1262.5
26071,2723,,2024-03-23,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,2966.19
26072,2723,68.0,2024-04-11,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",44.79,46.91,678.68
26073,2723,92.0,2024-05-24,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",1012.36,0.0,16810.88
26074,2723,53.0,2024-08-02,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",802.72,0.0,1986.44
26075,2723,,2024-11-11,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,2679.66
26076,2723,,2025-01-26,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,3524.58
26077,2723,,2025-09-11,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,15066.98
26078,2723,25.0,2025-10-22,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",694.25,0.0,3042.27
26079,2723,,2025-11-02,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,1967.89
26080,2723,,2026-01-07,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,83.4,326.8
26081,2723,43.0,2026-02-05,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",492.59,0.0,5029.67
26082,2723,50.0,2026-03-03,Cancelled,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",288.7,0.0,1968.53
26083,2723,,2026-06-13,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,7005.43
26084,2723,17.0,2026-08-22,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",2201.7,0.0,3321.88
26085,2723,,2026-08-27,Delivered,"24/002, Khurana Road, Bardhaman-504911","24/002, Khurana Road, Bardhaman-504911",0.0,0.0,2761.13
26086,2724,,2025-10-25,Delivered,"H.No. 010, Bhatnagar Street, Muzaffarnagar 407814","H.No. 010, Bhatnagar Street, Muzaffarnagar 407814",0.0,65.79,442.88
26087,2724,,2026-04-07,Delivered,"H.No. 010, Bhatnagar Street, Muzaffarnagar 407814","H.No. 010, Bhatnagar Street, Muzaffarnagar 407814",0.0,0.0,4746.78
26088,2725,16.0,2024-10-13,Delivered,"99/632, Vig Ganj, Purnia-297422","99/632, Vig Ganj, Purnia-297422",474.44,0.0,2064.01
26089,2725,40.0,08 Dec 2024,Delivered,"99/632, Vig Ganj, Purnia-297422","99/632, Vig Ganj, Purnia-297422",405.05,0.0,1427.75
26090,2725,,2025-02-13,Cancelled,"99/632, Vig Ganj, Purnia-297422","99/632, Vig Ganj, Purnia-297422",0.0,0.0,1916.95
26091,2725,66.0,2025-03-01,Delivered,"99/632, Vig Ganj, Purnia-297422","99/632, Vig Ganj, Purnia-297422",438.24,0.0,1114.16
26092,2726,,2025-04-09,Cancelled,"H.No. 790, Memon Street, Uluberia 707702","H.No. 790, Memon Street, Uluberia 707702",0.0,0.0,1484.82
26093,2726,,2025-05-10,Delivered,"H.No. 790, Memon Street, Uluberia 707702","H.No. 790, Memon Street, Uluberia 707702",0.0,0.0,4831.78
26094,2726,,2025-05-15,Delivered,"H.No. 790, Memon Street, Uluberia 707702","H.No. 790, Memon Street, Uluberia 707702",0.0,66.73,731.18
26095,2726,,2025-07-09,Delivered,"H.No. 790, Memon Street, Uluberia 707702","H.No. 790, Memon Street, Uluberia 707702",0.0,56.96,491.61
26096,2726,14.0,2025-07-10,Delivered,"H.No. 790, Memon Street, Uluberia 707702","H.No. 790, Memon Street, Uluberia 707702",2217.42,0.0,10526.4
26097,2727,,2026-01-31,Delivered,"75/431, Bhalla Chowk, Shimla 676069","75/431, Bhalla Chowk, Shimla 676069",0.0,0.0,2919.43
26098,2727,82.0,2026-05-25,Delivered,"75/431, Bhalla Chowk, Shimla 676069","75/431, Bhalla Chowk, Shimla 676069",2051.46,0.0,3811.52
26099,2727,,2026-08-20,Delivered,"75/431, Bhalla Chowk, Shimla 676069","75/431, Bhalla Chowk, Shimla 676069",0.0,0.0,8000.13
26100,2728,22.0,2025-06-29,Delivered,"04/049, Ganesan Street, Nizamabad-666064","04/049, Ganesan Street, Nizamabad-666064",6003.83,0.0,6326.9
26101,2728,,2025-08-27,Delivered,"04/049, Ganesan Street, Nizamabad-666064","04/049, Ganesan Street, Nizamabad-666064",0.0,67.45,912.29
26102,2728,,2025-11-09,Delivered,"04/049, Ganesan Street, Nizamabad-666064","04/049, Ganesan Street, Nizamabad-666064",0.0,0.0,2603.63
26103,2728,,2026-08-21,Delivered,"04/049, Ganesan Street, Nizamabad-666064","04/049, Ganesan Street, Nizamabad-666064",0.0,98.05,798.79
26104,2729,,2025-09-30,Delivered,"78/07, Ram Chowk, Gandhidham-831312","78/07, Ram Chowk, Gandhidham-831312",0.0,57.19,773.68
26105,2729,,2025-10-28,Delivered,"78/07, Ram Chowk, Gandhidham-831312","78/07, Ram Chowk, Gandhidham-831312",0.0,69.92,471.48
